Frequency (eV),Frequency (meV),vDOS Room Temperature,Frequency,Frequency (meV),vDOS Cryo Temperature
1.0106,1010.6,18.00038207,1.0112,1011.2,0.00031532
1.0108,1010.8,18.00048312,1.0115,1011.5,0.00029933
1.011,1011,18.00040528,1.0117,1011.7,0.00027362
1.0112,1011.2,18.0003685,1.0119,1011.9,0.00029342
1.0115,1011.5,18.00037468,1.0121,1012.1,0.00025254
1.0117,1011.7,18.00036857,1.0123,1012.3,0.00036009
1.0119,1011.9,18.00039313,1.0125,1012.5,0.00033432
1.0121,1012.1,18.00041824,1.0127,1012.7,0.00028982
1.0123,1012.3,18.00029312,1.0129,1012.9,0.0002666
1.0125,1012.5,18.00040907,1.0131,1013.1,0.00030601
1.0127,1012.7,18.00039188,1.0133,1013.3,0.00031648
1.0129,1012.9,18.00039659,1.0135,1013.5,0.00034694
1.0131,1013.1,18.0003552,1.0137,1013.7,0.00033083
1.0133,1013.3,18.00044482,1.0139,1013.9,0.00030066
1.0135,1013.5,18.00039811,1.0141,1014.1,0.0002823
1.0137,1013.7,18.00043139,1.0143,1014.3,0.00026623
1.0139,1013.9,18.00038982,1.0146,1014.6,0.0002394
1.0141,1014.1,18.00048961,1.0148,1014.8,0.00027507
1.0143,1014.3,18.00043444,1.015,1015,0.00028413
1.0146,1014.6,18.00041544,1.0152,1015.2,0.00033458
1.0148,1014.8,18.00031136,1.0154,1015.4,0.00029958
1.015,1015,18.0004793,1.0156,1015.6,0.00029525
1.0152,1015.2,18.00043016,1.0158,1015.8,0.00030472
1.0154,1015.4,18.00037296,1.016,1016,0.00029053
1.0156,1015.6,18.00035686,1.0162,1016.2,0.00027754
1.0158,1015.8,18.00036667,1.0164,1016.4,0.00028031
1.016,1016,18.00035828,1.0166,1016.6,0.00025067
1.0162,1016.2,18.00041924,1.0168,1016.8,0.00028824
1.0164,1016.4,18.00034613,1.017,1017,0.0002777
1.0166,1016.6,18.00035231,1.0172,1017.2,0.00027146
1.0168,1016.8,18.00039184,1.0175,1017.5,0.00030346
1.017,1017,18.00048128,1.0177,1017.7,0.00030085
1.0172,1017.2,18.00038539,1.0179,1017.9,0.00026485
1.0175,1017.5,18.00037316,1.0181,1018.1,0.00027532
1.0177,1017.7,18.00030973,1.0183,1018.3,0.00027204
1.0179,1017.9,18.00035971,1.0185,1018.5,0.00027392
1.0181,1018.1,18.00031458,1.0187,1018.7,0.00025577
1.0183,1018.3,18.00036835,1.0189,1018.9,0.00022555
1.0185,1018.5,18.0002716,1.0191,1019.1,0.00025158
1.0187,1018.7,18.00037648,1.0193,1019.3,0.00029668
1.0189,1018.9,18.00033426,1.0195,1019.5,0.00026312
1.0191,1019.1,18.00038173,1.0197,1019.7,0.00027469
1.0193,1019.3,18.0004295,1.0199,1019.9,0.00024772
1.0195,1019.5,18.00045096,1.0201,1020.1,0.00028773
1.0197,1019.7,18.00039449,1.0203,1020.3,0.00028062
1.0199,1019.9,18.00033596,1.0206,1020.6,0.00030206
1.0201,1020.1,18.00036812,1.0208,1020.8,0.00029875
1.0203,1020.3,18.00048707,1.021,1021,0.00031401
1.0206,1020.6,18.00039905,1.0212,1021.2,0.00029868
1.0208,1020.8,18.00043177,1.0214,1021.4,0.00031797
1.021,1021,18.00026758,1.0216,1021.6,0.00027813
1.0212,1021.2,18.0003039,1.0218,1021.8,0.00026946
1.0214,1021.4,18.00036661,1.022,1022,0.00031458
1.0216,1021.6,18.00043481,1.0222,1022.2,0.00031737
1.0218,1021.8,18.00034864,1.0224,1022.4,0.0003084
1.022,1022,18.00032438,1.0226,1022.6,0.00028199
1.0222,1022.2,18.00028608,1.0228,1022.8,0.00021768
1.0224,1022.4,18.00035312,1.023,1023,0.00029519
1.0226,1022.6,18.00034682,1.0232,1023.2,0.00030596
1.0228,1022.8,18.00038971,1.0234,1023.4,0.00026434
1.023,1023,18.00033649,1.0237,1023.7,0.00024191
1.0232,1023.2,18.00028123,1.0239,1023.9,0.0002974
1.0234,1023.4,18.00030731,1.0241,1024.1,0.00028069
1.0237,1023.7,18.0003702,1.0243,1024.3,0.00025333
1.0239,1023.9,18.00039934,1.0245,1024.5,0.00025454
1.0241,1024.1,18.00051434,1.0247,1024.7,0.00024978
1.0243,1024.3,18.00029461,1.0249,1024.9,0.00023997
1.0245,1024.5,18.00029708,1.0251,1025.1,0.00025524
1.0247,1024.7,18.00034873,1.0253,1025.3,0.00028402
1.0249,1024.9,18.0004228,1.0255,1025.5,0.0003316
1.0251,1025.1,18.0003463,1.0257,1025.7,0.00027406
1.0253,1025.3,18.00034405,1.0259,1025.9,0.00025963
1.0255,1025.5,18.00033746,1.0261,1026.1,0.00025348
1.0257,1025.7,18.00039281,1.0263,1026.3,0.00027998
1.0259,1025.9,18.00038449,1.0265,1026.5,0.00029528
1.0261,1026.1,18.00056255,1.0268,1026.8,0.00030016
1.0263,1026.3,18.00042595,1.027,1027,0.00026894
1.0265,1026.5,18.00033738,1.0272,1027.2,0.00026938
1.0268,1026.8,18.00033812,1.0274,1027.4,0.00027978
1.027,1027,18.00035712,1.0276,1027.6,0.00031559
1.0272,1027.2,18.00030199,1.0278,1027.8,0.00030035
1.0274,1027.4,18.00032618,1.028,1028,0.00027782
1.0276,1027.6,18.00030386,1.0282,1028.2,0.00029265
1.0278,1027.8,18.0003317,1.0284,1028.4,0.00028856
1.028,1028,18.00034186,1.0286,1028.6,0.00023439
1.0282,1028.2,18.00037074,1.0288,1028.8,0.00022057
1.0284,1028.4,18.00031662,1.029,1029,0.00021492
1.0286,1028.6,18.0003231,1.0292,1029.2,0.00022469
1.0288,1028.8,18.00029846,1.0294,1029.4,0.00027809
1.029,1029,18.00044712,1.0297,1029.7,0.0002928
1.0292,1029.2,18.00043254,1.0299,1029.9,0.00025612
1.0294,1029.4,18.00048896,1.0301,1030.1,0.00025207
1.0297,1029.7,18.00037655,1.0303,1030.3,0.00024742
1.0299,1029.9,18.00032159,1.0305,1030.5,0.00027844
1.0301,1030.1,18.0003346,1.0307,1030.7,0.00028223
1.0303,1030.3,18.00037328,1.0309,1030.9,0.0003114
1.0305,1030.5,18.00038261,1.0311,1031.1,0.00030121
1.0307,1030.7,18.00042132,1.0313,1031.3,0.00032245
1.0309,1030.9,18.0002607,1.0315,1031.5,0.00028527
1.0311,1031.1,18.00027785,1.0317,1031.7,0.00029487
1.0313,1031.3,18.00035509,1.0319,1031.9,0.00022733
1.0315,1031.5,18.00031451,1.0321,1032.1,0.00021627
1.0317,1031.7,18.00028038,1.0323,1032.3,0.00022524
1.0319,1031.9,18.00038207,1.0325,1032.5,0.00026324
1.0321,1032.1,18.00038557,1.0328,1032.8,0.00025378
1.0323,1032.3,18.00060449,1.033,1033,0.00024456
1.0325,1032.5,18.00042349,1.0332,1033.2,0.00022389
1.0328,1032.8,18.00039826,1.0334,1033.4,0.00028182
1.033,1033,18.00039332,1.0336,1033.6,0.00028457
1.0332,1033.2,18.00029736,1.0338,1033.8,0.00031254
1.0334,1033.4,18.00029495,1.034,1034,0.00027152
1.0336,1033.6,18.00034324,1.0342,1034.2,0.00026802
1.0338,1033.8,18.00025722,1.0344,1034.4,0.00027073
1.034,1034,18.00026867,1.0346,1034.6,0.00026777
1.0342,1034.2,18.00025543,1.0348,1034.8,0.00025457
1.0344,1034.4,18.00038196,1.035,1035,0.00024288
1.0346,1034.6,18.00037987,1.0352,1035.2,0.00026036
1.0348,1034.8,18.00033508,1.0354,1035.4,0.00024858
1.035,1035,18.00033522,1.0356,1035.6,0.00025379
1.0352,1035.2,18.0003259,1.0359,1035.9,0.00029724
1.0354,1035.4,18.00032798,1.0361,1036.1,0.00027455
1.0356,1035.6,18.00046222,1.0363,1036.3,0.00031402
1.0359,1035.9,18.00029665,1.0365,1036.5,0.00028647
1.0361,1036.1,18.00033384,1.0367,1036.7,0.00025162
1.0363,1036.3,18.00037776,1.0369,1036.9,0.00025589
1.0365,1036.5,18.00040963,1.0371,1037.1,0.00029973
1.0367,1036.7,18.00031508,1.0373,1037.3,0.00029648
1.0369,1036.9,18.00032192,1.0375,1037.5,0.00024963
1.0371,1037.1,18.00025956,1.0377,1037.7,0.00022599
1.0373,1037.3,18.0003057,1.0379,1037.9,0.00022007
1.0375,1037.5,18.00025667,1.0381,1038.1,0.00021928
1.0377,1037.7,18.00042168,1.0383,1038.3,0.00020598
1.0379,1037.9,18.00032934,1.0385,1038.5,0.00018865
1.0381,1038.1,18.00036454,1.0388,1038.8,0.00021743
1.0383,1038.3,18.000364,1.039,1039,0.00019932
1.0385,1038.5,18.00036354,1.0392,1039.2,0.0002188
1.0388,1038.8,18.00033671,1.0394,1039.4,0.00021227
1.039,1039,18.00029377,1.0396,1039.6,0.00020476
1.0392,1039.2,18.0002863,1.0398,1039.8,0.00021489
1.0394,1039.4,18.00036587,1.04,1040,0.00024043
1.0396,1039.6,18.00032464,1.0402,1040.2,0.00019795
1.0398,1039.8,18.00037964,1.0404,1040.4,0.00019045
1.04,1040,18.00028538,1.0406,1040.6,0.00019598
1.0402,1040.2,18.00028693,1.0408,1040.8,0.0002318
1.0404,1040.4,18.00030659,1.041,1041,0.00022139
1.0406,1040.6,18.00031801,1.0412,1041.2,0.00021614
1.0408,1040.8,18.0002498,1.0414,1041.4,0.00022394
1.041,1041,18.0003424,1.0416,1041.6,0.00027452
1.0412,1041.2,18.00025106,1.0419,1041.9,0.00026987
1.0414,1041.4,18.00030456,1.0421,1042.1,0.00021599
1.0416,1041.6,18.00035035,1.0423,1042.3,0.00021398
1.0419,1041.9,18.00038173,1.0425,1042.5,0.00023155
1.0421,1042.1,18.00034699,1.0427,1042.7,0.00020696
1.0423,1042.3,18.00029168,1.0429,1042.9,0.00024788
1.0425,1042.5,18.00019073,1.0431,1043.1,0.00019381
1.0427,1042.7,18.00030853,1.0433,1043.3,0.00022753
1.0429,1042.9,18.00034859,1.0435,1043.5,0.00025796
1.0431,1043.1,18.0003763,1.0437,1043.7,0.00027975
1.0433,1043.3,18.00031344,1.0439,1043.9,0.00026221
1.0435,1043.5,18.00037561,1.0441,1044.1,0.00028057
1.0437,1043.7,18.00034147,1.0443,1044.3,0.00028015
1.0439,1043.9,18.00036425,1.0445,1044.5,0.00026802
1.0441,1044.1,18.0002677,1.0447,1044.7,0.00022431
1.0443,1044.3,18.000263,1.045,1045,0.00022167
1.0445,1044.5,18.00028754,1.0452,1045.2,0.00019521
1.0447,1044.7,18.00032456,1.0454,1045.4,0.0002272
1.045,1045,18.00028513,1.0456,1045.6,0.00019359
1.0452,1045.2,18.00034696,1.0458,1045.8,0.00020893
1.0454,1045.4,18.00030721,1.046,1046,0.00023059
1.0456,1045.6,18.00037679,1.0462,1046.2,0.00026875
1.0458,1045.8,18.00035485,1.0464,1046.4,0.00027857
1.046,1046,18.00033239,1.0466,1046.6,0.00026054
1.0462,1046.2,18.00026502,1.0468,1046.8,0.00022869
1.0464,1046.4,18.0003675,1.047,1047,0.00027528
1.0466,1046.6,18.00032392,1.0472,1047.2,0.00026267
1.0468,1046.8,18.00041418,1.0474,1047.4,0.00026625
1.047,1047,18.00034846,1.0476,1047.6,0.00021597
1.0472,1047.2,18.00034574,1.0478,1047.8,0.00020868
1.0474,1047.4,18.00032149,1.0481,1048.1,0.00022174
1.0476,1047.6,18.00025964,1.0483,1048.3,0.00020184
1.0478,1047.8,18.00030163,1.0485,1048.5,0.00020676
1.0481,1048.1,18.00039065,1.0487,1048.7,0.00022893
1.0483,1048.3,18.00027088,1.0489,1048.9,0.00023997
1.0485,1048.5,18.00036628,1.0491,1049.1,0.00025647
1.0487,1048.7,18.00027052,1.0493,1049.3,0.00023179
1.0489,1048.9,18.00024308,1.0495,1049.5,0.00022495
1.0491,1049.1,18.00028222,1.0497,1049.7,0.00021438
1.0493,1049.3,18.00038969,1.0499,1049.9,0.00023483
1.0495,1049.5,18.00039972,1.0501,1050.1,0.00022747
1.0497,1049.7,18.00038258,1.0503,1050.3,0.00026952
1.0499,1049.9,18.00034042,1.0505,1050.5,0.00024476
1.0501,1050.1,18.00042434,1.0507,1050.7,0.00024338
1.0503,1050.3,18.00033983,1.051,1051,0.00024408
1.0505,1050.5,18.0003095,1.0512,1051.2,0.00023798
1.0507,1050.7,18.00031278,1.0514,1051.4,0.00019446
1.051,1051,18.00041473,1.0516,1051.6,0.00020007
1.0512,1051.2,18.00036454,1.0518,1051.8,0.00021355
1.0514,1051.4,18.00032557,1.052,1052,0.00024045
1.0516,1051.6,18.00033481,1.0522,1052.2,0.00022084
1.0518,1051.8,18.0004654,1.0524,1052.4,0.00020817
1.052,1052,18.00034558,1.0526,1052.6,0.00020743
1.0522,1052.2,18.00033408,1.0528,1052.8,0.00023379
1.0524,1052.4,18.000279,1.053,1053,0.00023164
1.0526,1052.6,18.00037099,1.0532,1053.2,0.00028226
1.0528,1052.8,18.00038573,1.0534,1053.4,0.00026356
1.053,1053,18.00031051,1.0536,1053.6,0.00027697
1.0532,1053.2,18.00030727,1.0538,1053.8,0.00024612
1.0534,1053.4,18.00044202,1.0541,1054.1,0.00023145
1.0536,1053.6,18.00036098,1.0543,1054.3,0.00022055
1.0538,1053.8,18.00034709,1.0545,1054.5,0.0002344
1.0541,1054.1,18.00031765,1.0547,1054.7,0.00025913
1.0543,1054.3,18.00034448,1.0549,1054.9,0.00029916
1.0545,1054.5,18.00024383,1.0551,1055.1,0.00023483
1.0547,1054.7,18.00032092,1.0553,1055.3,0.00022438
1.0549,1054.9,18.00036964,1.0555,1055.5,0.00020926
1.0551,1055.1,18.00042206,1.0557,1055.7,0.00024413
1.0553,1055.3,18.00041594,1.0559,1055.9,0.00024118
1.0555,1055.5,18.00044149,1.0561,1056.1,0.00028981
1.0557,1055.7,18.00040565,1.0563,1056.3,0.00026763
1.0559,1055.9,18.00048928,1.0565,1056.5,0.00026766
1.0561,1056.1,18.00040806,1.0567,1056.7,0.00025862
1.0563,1056.3,18.00045708,1.0569,1056.9,0.00027755
1.0565,1056.5,18.00036103,1.0572,1057.2,0.00029842
1.0567,1056.7,18.00036449,1.0574,1057.4,0.00032427
1.0569,1056.9,18.00036624,1.0576,1057.6,0.00027344
1.0572,1057.2,18.0004541,1.0578,1057.8,0.0002728
1.0574,1057.4,18.00039534,1.058,1058,0.00025139
1.0576,1057.6,18.00036846,1.0582,1058.2,0.00028489
1.0578,1057.8,18.00045088,1.0584,1058.4,0.00026877
1.058,1058,18.00050896,1.0586,1058.6,0.00022932
1.0582,1058.2,18.00039778,1.0588,1058.8,0.00021508
1.0584,1058.4,18.00034874,1.059,1059,0.00024082
1.0586,1058.6,18.00035699,1.0592,1059.2,0.00024555
1.0588,1058.8,18.00041226,1.0594,1059.4,0.00024474
1.059,1059,18.00032141,1.0596,1059.6,0.00020768
1.0592,1059.2,18.00043034,1.0598,1059.8,0.00024744
1.0594,1059.4,18.00036444,1.0601,1060.1,0.00025688
1.0596,1059.6,18.00036674,1.0603,1060.3,0.00027729
1.0598,1059.8,18.00035026,1.0605,1060.5,0.00023193
1.0601,1060.1,18.0004121,1.0607,1060.7,0.00025363
1.0603,1060.3,18.00034252,1.0609,1060.9,0.00028163
1.0605,1060.5,18.00034678,1.0611,1061.1,0.0002938
1.0607,1060.7,18.00032408,1.0613,1061.3,0.0002375
1.0609,1060.9,18.0004209,1.0615,1061.5,0.00020376
1.0611,1061.1,18.00044578,1.0617,1061.7,0.00022004
1.0613,1061.3,18.00054583,1.0619,1061.9,0.00028613
1.0615,1061.5,18.00053581,1.0621,1062.1,0.00028497
1.0617,1061.7,18.0005632,1.0623,1062.3,0.00029894
1.0619,1061.9,18.00045017,1.0625,1062.5,0.00028057
1.0621,1062.1,18.00030368,1.0627,1062.7,0.00032291
1.0623,1062.3,18.00041868,1.0629,1062.9,0.00030525
1.0625,1062.5,18.00055028,1.0632,1063.2,0.00026269
1.0627,1062.7,18.00044761,1.0634,1063.4,0.00024653
1.0629,1062.9,18.00037433,1.0636,1063.6,0.00025325
1.0632,1063.2,18.0003218,1.0638,1063.8,0.00022025
1.0634,1063.4,18.00039388,1.064,1064,0.00022524
1.0636,1063.6,18.00037745,1.0642,1064.2,0.0001959
1.0638,1063.8,18.00037666,1.0644,1064.4,0.00024397
1.064,1064,18.00042378,1.0646,1064.6,0.00027206
1.0642,1064.2,18.000436,1.0648,1064.8,0.000318
1.0644,1064.4,18.00026476,1.065,1065,0.00026623
1.0646,1064.6,18.00035743,1.0652,1065.2,0.00025852
1.0648,1064.8,18.00024382,1.0654,1065.4,0.0003074
1.065,1065,18.00029198,1.0656,1065.6,0.00034684
1.0652,1065.2,18.00034658,1.0658,1065.8,0.00027166
1.0654,1065.4,18.00046096,1.066,1066,0.00024079
1.0656,1065.6,18.00047747,1.0663,1066.3,0.00021949
1.0658,1065.8,18.00047012,1.0665,1066.5,0.00028704
1.066,1066,18.00049138,1.0667,1066.7,0.00027628
1.0663,1066.3,18.00064564,1.0669,1066.9,0.00029356
1.0665,1066.5,18.00054506,1.0671,1067.1,0.00025623
1.0667,1066.7,18.00052392,1.0673,1067.3,0.00028879
1.0669,1066.9,18.00043894,1.0675,1067.5,0.00033952
1.0671,1067.1,18.00055873,1.0677,1067.7,0.00034047
1.0673,1067.3,18.00054076,1.0679,1067.9,0.00030334
1.0675,1067.5,18.00036695,1.0681,1068.1,0.00024676
1.0677,1067.7,18.00049698,1.0683,1068.3,0.00025073
1.0679,1067.9,18.00054828,1.0685,1068.5,0.00028291
1.0681,1068.1,18.00049094,1.0687,1068.7,0.00026842
1.0683,1068.3,18.00048634,1.0689,1068.9,0.00027101
1.0685,1068.5,18.00040151,1.0691,1069.1,0.00027435
1.0687,1068.7,18.00038644,1.0694,1069.4,0.00030169
1.0689,1068.9,18.00031012,1.0696,1069.6,0.00032554
1.0691,1069.1,18.00044156,1.0698,1069.8,0.00031966
1.0694,1069.4,18.0005242,1.07,1070,0.00030238
1.0696,1069.6,18.00066173,1.0702,1070.2,0.00026645
1.0698,1069.8,18.00054482,1.0704,1070.4,0.00027454
1.07,1070,18.00055405,1.0706,1070.6,0.00031403
1.0702,1070.2,18.0003798,1.0708,1070.8,0.0003093
1.0704,1070.4,18.00038483,1.071,1071,0.000278
1.0706,1070.6,18.00038998,1.0712,1071.2,0.00027114
1.0708,1070.8,18.0004959,1.0714,1071.4,0.00032307
1.071,1071,18.00045535,1.0716,1071.6,0.00035321
1.0712,1071.2,18.00051739,1.0718,1071.8,0.00034807
1.0714,1071.4,18.00063815,1.072,1072,0.00029602
1.0716,1071.6,18.00072078,1.0723,1072.3,0.00028806
1.0718,1071.8,18.00059846,1.0725,1072.5,0.00032655
1.072,1072,18.00041479,1.0727,1072.7,0.00034365
1.0723,1072.3,18.00034465,1.0729,1072.9,0.00026883
1.0725,1072.5,18.0004531,1.0731,1073.1,0.00024378
1.0727,1072.7,18.00051101,1.0733,1073.3,0.00025213
1.0729,1072.9,18.00054282,1.0735,1073.5,0.00028849
1.0731,1073.1,18.00041664,1.0737,1073.7,0.00030046
1.0733,1073.3,18.00040686,1.0739,1073.9,0.00029478
1.0735,1073.5,18.00044755,1.0741,1074.1,0.00024475
1.0737,1073.7,18.00061031,1.0743,1074.3,0.00025503
1.0739,1073.9,18.00061226,1.0745,1074.5,0.00025237
1.0741,1074.1,18.00058831,1.0747,1074.7,0.00025483
1.0743,1074.3,18.00046068,1.0749,1074.9,0.00023886
1.0745,1074.5,18.00046708,1.0751,1075.1,0.00027556
1.0747,1074.7,18.00040315,1.0754,1075.4,0.00029991
1.0749,1074.9,18.00045784,1.0756,1075.6,0.00028952
1.0751,1075.1,18.00045061,1.0758,1075.8,0.00023996
1.0754,1075.4,18.0004985,1.076,1076,0.0002699
1.0756,1075.6,18.00047744,1.0762,1076.2,0.00026898
1.0758,1075.8,18.00064055,1.0764,1076.4,0.00026188
1.076,1076,18.0006473,1.0766,1076.6,0.00021473
1.0762,1076.2,18.00077137,1.0768,1076.8,0.00019962
1.0764,1076.4,18.00061558,1.077,1077,0.00021933
1.0766,1076.6,18.00054288,1.0772,1077.2,0.00027297
1.0768,1076.8,18.00053339,1.0774,1077.4,0.00029898
1.077,1077,18.00063433,1.0776,1077.6,0.00033923
1.0772,1077.2,18.00058566,1.0778,1077.8,0.00031291
1.0774,1077.4,18.0005284,1.078,1078,0.00030331
1.0776,1077.6,18.00036738,1.0782,1078.2,0.00031526
1.0778,1077.8,18.00040422,1.0785,1078.5,0.00036377
1.078,1078,18.00051006,1.0787,1078.7,0.00033851
1.0782,1078.2,18.00059263,1.0789,1078.9,0.00030312
1.0785,1078.5,18.00048215,1.0791,1079.1,0.0002613
1.0787,1078.7,18.00052486,1.0793,1079.3,0.0002507
1.0789,1078.9,18.00058338,1.0795,1079.5,0.00025759
1.0791,1079.1,18.00065422,1.0797,1079.7,0.00031416
1.0793,1079.3,18.00064475,1.0799,1079.9,0.00032796
1.0795,1079.5,18.0006617,1.0801,1080.1,0.00030974
1.0797,1079.7,18.00058429,1.0803,1080.3,0.00032212
1.0799,1079.9,18.00061558,1.0805,1080.5,0.00038574
1.0801,1080.1,18.00051023,1.0807,1080.7,0.00036998
1.0803,1080.3,18.00048623,1.0809,1080.9,0.0003204
1.0805,1080.5,18.00044406,1.0811,1081.1,0.00028307
1.0807,1080.7,18.00048193,1.0814,1081.4,0.00027374
1.0809,1080.9,18.00051922,1.0816,1081.6,0.00027434
1.0811,1081.1,18.00056126,1.0818,1081.8,0.00025311
1.0814,1081.4,18.00053479,1.082,1082,0.00020645
1.0816,1081.6,18.00053546,1.0822,1082.2,0.00022616
1.0818,1081.8,18.00035234,1.0824,1082.4,0.00026381
1.082,1082,18.00041938,1.0826,1082.6,0.00028422
1.0822,1082.2,18.00046409,1.0828,1082.8,0.00027145
1.0824,1082.4,18.00050735,1.083,1083,0.0002294
1.0826,1082.6,18.00055278,1.0832,1083.2,0.00022777
1.0828,1082.8,18.0004834,1.0834,1083.4,0.00025903
1.083,1083,18.00036918,1.0836,1083.6,0.00025379
1.0832,1083.2,18.00050797,1.0838,1083.8,0.00023691
1.0834,1083.4,18.00061619,1.084,1084,0.00019112
1.0836,1083.6,18.00069905,1.0842,1084.2,0.00018632
1.0838,1083.8,18.00059868,1.0845,1084.5,0.00021736
1.084,1084,18.0007064,1.0847,1084.7,0.00023616
1.0842,1084.2,18.00059363,1.0849,1084.9,0.00021238
1.0845,1084.5,18.00048028,1.0851,1085.1,0.00023846
1.0847,1084.7,18.00038689,1.0853,1085.3,0.0002553
1.0849,1084.9,18.00043498,1.0855,1085.5,0.00029669
1.0851,1085.1,18.00041599,1.0857,1085.7,0.00027935
1.0853,1085.3,18.00045181,1.0859,1085.9,0.00025894
1.0855,1085.5,18.00046662,1.0861,1086.1,0.00021835
1.0857,1085.7,18.00072769,1.0863,1086.3,0.00024797
1.0859,1085.9,18.00074327,1.0865,1086.5,0.00024465
1.0861,1086.1,18.00079901,1.0867,1086.7,0.00025707
1.0863,1086.3,18.0006149,1.0869,1086.9,0.00023927
1.0865,1086.5,18.00057335,1.0871,1087.1,0.00020497
1.0867,1086.7,18.00060377,1.0873,1087.3,0.00020162
1.0869,1086.9,18.00056413,1.0876,1087.6,0.00026039
1.0871,1087.1,18.0004601,1.0878,1087.8,0.00025192
1.0873,1087.3,18.00045166,1.088,1088,0.00027673
1.0876,1087.6,18.00035246,1.0882,1088.2,0.00026466
1.0878,1087.8,18.00055033,1.0884,1088.4,0.00028137
1.088,1088,18.00068974,1.0886,1088.6,0.00028026
1.0882,1088.2,18.00081926,1.0888,1088.8,0.00031125
1.0884,1088.4,18.00063829,1.089,1089,0.00030284
1.0886,1088.6,18.00058642,1.0892,1089.2,0.0003194
1.0888,1088.8,18.00065642,1.0894,1089.4,0.00029593
1.089,1089,18.00093817,1.0896,1089.6,0.0002944
1.0892,1089.2,18.00084431,1.0898,1089.8,0.00024578
1.0894,1089.4,18.00057028,1.09,1090,0.00024216
1.0896,1089.6,18.0005119,1.0902,1090.2,0.00024676
1.0898,1089.8,18.00050882,1.0904,1090.4,0.00027172
1.09,1090,18.0004429,1.0907,1090.7,0.00023938
1.0902,1090.2,18.00049242,1.0909,1090.9,0.00027198
1.0904,1090.4,18.00056297,1.0911,1091.1,0.00028726
1.0907,1090.7,18.00068816,1.0913,1091.3,0.00028642
1.0909,1090.9,18.00064544,1.0915,1091.5,0.00027688
1.0911,1091.1,18.00059138,1.0917,1091.7,0.00025352
1.0913,1091.3,18.00045421,1.0919,1091.9,0.00021658
1.0915,1091.5,18.00049472,1.0921,1092.1,0.00021621
1.0917,1091.7,18.00041676,1.0923,1092.3,0.00022971
1.0919,1091.9,18.00060595,1.0925,1092.5,0.00024312
1.0921,1092.1,18.00060905,1.0927,1092.7,0.00019315
1.0923,1092.3,18.00057413,1.0929,1092.9,0.00021881
1.0925,1092.5,18.00064602,1.0931,1093.1,0.00027626
1.0927,1092.7,18.00065876,1.0933,1093.3,0.00029027
1.0929,1092.9,18.00056173,1.0936,1093.6,0.00024885
1.0931,1093.1,18.00055526,1.0938,1093.8,0.00024534
1.0933,1093.3,18.00044843,1.094,1094,0.00025711
1.0936,1093.6,18.00050946,1.0942,1094.2,0.00028503
1.0938,1093.8,18.00046415,1.0944,1094.4,0.00026509
1.094,1094,18.0004746,1.0946,1094.6,0.00023502
1.0942,1094.2,18.00047773,1.0948,1094.8,0.00021745
1.0944,1094.4,18.00054031,1.095,1095,0.00027122
