Frequency (eV),Frequency (meV),vDOS 300K
0.70788,707.88,0.00131712
0.7081,708.1,0.00164124
0.70831,708.31,0.00159084
0.70853,708.53,0.00140568
0.70875,708.75,0.00158028
0.70897,708.97,0.001809
0.70918,709.18,0.00153684
0.7094,709.4,0.00156504
0.70962,709.62,0.0018078
0.70983,709.83,0.00152892
0.71005,710.05,0.00152412
0.71027,710.27,0.00157344
0.71049,710.49,0.00154008
0.7107,710.7,0.00177636
0.71092,710.92,0.00147612
0.71114,711.14,0.00132936
0.71136,711.36,0.00153312
0.71157,711.57,0.0013392
0.71179,711.79,0.00120912
0.71201,712.01,0.00143856
0.71223,712.23,0.00141936
0.71244,712.44,0.00150204
0.71266,712.66,0.00139596
0.71288,712.88,0.00147792
0.71309,713.09,0.00141948
0.71331,713.31,0.001401
0.71353,713.53,0.0012282
0.71375,713.75,0.00136512
0.71396,713.96,0.00135972
0.71418,714.18,0.0012726
0.7144,714.4,0.001106976
0.71462,714.62,0.00143676
0.71483,714.83,0.00134772
0.71505,715.05,0.00137568
0.71527,715.27,0.00132672
0.71549,715.49,0.00152844
0.7157,715.7,0.00131736
0.71592,715.92,0.00152484
0.71614,716.14,0.001170936
0.71635,716.35,0.0016536
0.71657,716.57,0.00140496
0.71679,716.79,0.00112722
0.71701,717.01,0.0012834
0.71722,717.22,0.00175128
0.71744,717.44,0.00121896
0.71766,717.66,0.00144756
0.71788,717.88,0.00141804
0.71809,718.09,0.00144528
0.71831,718.31,0.00140016
0.71853,718.53,0.00139152
0.71875,718.75,0.00142548
0.71896,718.96,0.00171108
0.71918,719.18,0.00117672
0.7194,719.4,0.00138924
0.71961,719.61,0.00143436
0.71983,719.83,0.00142776
0.72005,720.05,0.00123084
0.72027,720.27,0.0015552
0.72048,720.48,0.00134388
0.7207,720.7,0.001452
0.72092,720.92,0.001045428
0.72114,721.14,0.00139944
0.72135,721.35,0.00120588
0.72157,721.57,0.001177392
0.72179,721.79,0.001187652
0.72201,722.01,0.00151332
0.72222,722.22,0.0013362
0.72244,722.44,0.00135012
0.72266,722.66,0.0013032
0.72287,722.87,0.00134556
0.72309,723.09,0.00124848
0.72331,723.31,0.001135668
0.72353,723.53,0.00127884
0.72374,723.74,0.00122184
0.72396,723.96,0.001006188
0.72418,724.18,0.00141528
0.7244,724.4,0.001065612
0.72461,724.61,0.00141072
0.72483,724.83,0.00118092
0.72505,725.05,0.001596
0.72527,725.27,0.00147852
0.72548,725.48,0.00128808
0.7257,725.7,0.0013716
0.72592,725.92,0.00129168
0.72613,726.13,0.00121044
0.72635,726.35,0.001175808
0.72657,726.57,0.00122652
0.72679,726.79,0.0014406
0.727,727,0.00112818
0.72722,727.22,0.00141636
0.72744,727.44,0.001188372
0.72766,727.66,0.00150684
0.72787,727.87,0.001078272
0.72809,728.09,0.0011427
0.72831,728.31,0.00136464
0.72853,728.53,0.0013122
0.72874,728.74,0.001190628
0.72896,728.96,0.00137712
0.72918,729.18,0.00147024
0.7294,729.4,0.0014892
0.72961,729.61,0.00120348
0.72983,729.83,0.00146952
0.73005,730.05,0.00152568
0.73026,730.26,0.00131256
0.73048,730.48,0.00129144
0.7307,730.7,0.00134004
0.73092,730.92,0.001239
0.73113,731.13,0.0012168
0.73135,731.35,0.001129392
0.73157,731.57,0.00161616
0.73179,731.79,0.00153108
0.732,732,0.00141876
0.73222,732.22,0.00153
0.73244,732.44,0.00141444
0.73266,732.66,0.00134712
0.73287,732.87,0.00126468
0.73309,733.09,0.0013716
0.73331,733.31,0.00146448
0.73352,733.52,0.00130056
0.73374,733.74,0.00134088
0.73396,733.96,0.0014196
0.73418,734.18,0.00146664
0.73439,734.39,0.00127008
0.73461,734.61,0.00139872
0.73483,734.83,0.00156432
0.73505,735.05,0.00143112
0.73526,735.26,0.0012426
0.73548,735.48,0.0017916
0.7357,735.7,0.00148236
0.73592,735.92,0.00141324
0.73613,736.13,0.00154632
0.73635,736.35,0.00182844
0.73657,736.57,0.00158412
0.73678,736.78,0.00168276
0.737,737,0.00147132
0.73722,737.22,0.00174252
0.73744,737.44,0.00137184
0.73765,737.65,0.00125328
0.73787,737.87,0.001185288
0.73809,738.09,0.00173112
0.73831,738.31,0.00126564
0.73852,738.52,0.00142488
0.73874,738.74,0.00158196
0.73896,738.96,0.00166728
0.73918,739.18,0.00120468
0.73939,739.39,0.00161052
0.73961,739.61,0.00141216
0.73983,739.83,0.00150564
0.74004,740.04,0.001452
0.74026,740.26,0.0019374
0.74048,740.48,0.00161916
0.7407,740.7,0.00219276
0.74091,740.91,0.00164292
0.74113,741.13,0.00199404
0.74135,741.35,0.00213828
0.74157,741.57,0.00201612
0.74178,741.78,0.00195732
0.742,742,0.00277476
0.74222,742.22,0.0021798
0.74244,742.44,0.00202704
0.74265,742.65,0.00221064
0.74287,742.87,0.00206328
0.74309,743.09,0.00186696
0.7433,743.3,0.00228948
0.74352,743.52,0.00176796
0.74374,743.74,0.00221544
0.74396,743.96,0.0015876
0.74417,744.17,0.00174312
0.74439,744.39,0.00163428
0.74461,744.61,0.00201168
0.74483,744.83,0.00158376
0.74504,745.04,0.00201684
0.74526,745.26,0.00178332
0.74548,745.48,0.00156312
0.7457,745.7,0.001193088
0.74591,745.91,0.00186228
0.74613,746.13,0.00153336
0.74635,746.35,0.00161352
0.74656,746.56,0.00157008
0.74678,746.78,0.00183708
0.747,747,0.00134856
0.74722,747.22,0.00161184
0.74743,747.43,0.00170064
0.74765,747.65,0.00181104
0.74787,747.87,0.00166056
0.74809,748.09,0.00172332
0.7483,748.3,0.00164964
0.74852,748.52,0.00211668
0.74874,748.74,0.00180336
0.74896,748.96,0.00193992
0.74917,749.17,0.0024882
0.74939,749.39,0.0022572
0.74961,749.61,0.00182448
0.74983,749.83,0.00244032
0.75004,750.04,0.00227172
0.75026,750.26,0.0019644
0.75048,750.48,0.0018072
0.75069,750.69,0.00196584
0.75091,750.91,0.00195912
0.75113,751.13,0.00190524
0.75135,751.35,0.00147624
0.75156,751.56,0.00211572
0.75178,751.78,0.00183012
0.752,752,0.00166092
0.75222,752.22,0.00128784
0.75243,752.43,0.00223164
0.75265,752.65,0.00201576
0.75287,752.87,0.00190092
0.75309,753.09,0.00209772
0.7533,753.3,0.002229
0.75352,753.52,0.00195588
0.75374,753.74,0.0019554
0.75395,753.95,0.00182616
0.75417,754.17,0.00225
0.75439,754.39,0.00169452
0.75461,754.61,0.00209232
0.75482,754.82,0.00217536
0.75504,755.04,0.0021294
0.75526,755.26,0.00194592
0.75548,755.48,0.00216372
0.75569,755.69,0.0024336
0.75591,755.91,0.00257928
0.75613,756.13,0.0023232
0.75635,756.35,0.0028962
0.75656,756.56,0.00289824
0.75678,756.78,0.00292512
0.757,757,0.00304404
0.75721,757.21,0.00369564
0.75743,757.43,0.00307452
0.75765,757.65,0.00307128
0.75787,757.87,0.00248724
0.75808,758.08,0.00233688
0.7583,758.3,0.0021846
0.75852,758.52,0.00209724
0.75874,758.74,0.00235056
0.75895,758.95,0.00283896
0.75917,759.17,0.0023406
0.75939,759.39,0.00294684
0.75961,759.61,0.00266448
0.75982,759.82,0.00316152
0.76004,760.04,0.00290136
0.76026,760.26,0.00278448
0.76047,760.47,0.00322116
0.76069,760.69,0.00303648
0.76091,760.91,0.0029256
0.76113,761.13,0.00349908
0.76134,761.34,0.0029922
0.76156,761.56,0.00267564
0.76178,761.78,0.00276276
0.762,762,0.00221616
0.76221,762.21,0.00220368
0.76243,762.43,0.00226488
0.76265,762.65,0.0018468
0.76287,762.87,0.00245328
0.76308,763.08,0.00209688
0.7633,763.3,0.00186048
0.76352,763.52,0.00221784
0.76373,763.73,0.0025686
0.76395,763.95,0.00220488
0.76417,764.17,0.00261408
0.76439,764.39,0.00267504
0.7646,764.6,0.00265884
0.76482,764.82,0.00248844
0.76504,765.04,0.00252876
0.76526,765.26,0.00261912
0.76547,765.47,0.00256164
0.76569,765.69,0.00224448
0.76591,765.91,0.00235548
0.76613,766.13,0.00244332
0.76634,766.34,0.00228204
0.76656,766.56,0.00209304
0.76678,766.78,0.00297456
0.76699,766.99,0.0029772
0.76721,767.21,0.00295656
0.76743,767.43,0.00258132
0.76765,767.65,0.0032868
0.76786,767.86,0.00303792
0.76808,768.08,0.00305568
0.7683,768.3,0.0035052
0.76852,768.52,0.00387312
0.76873,768.73,0.0036618
0.76895,768.95,0.0034524
0.76917,769.17,0.00337752
0.76939,769.39,0.0042006
0.7696,769.6,0.0040254
0.76982,769.82,0.00409152
0.77004,770.04,0.00391824
0.77026,770.26,0.00374184
0.77047,770.47,0.00301368
0.77069,770.69,0.00331008
0.77091,770.91,0.00364344
0.77112,771.12,0.00374364
0.77134,771.34,0.00338424
0.77156,771.56,0.00354384
0.77178,771.78,0.00357828
0.77199,771.99,0.00411588
0.77221,772.21,0.00425508
0.77243,772.43,0.00443436
0.77265,772.65,0.0039222
0.77286,772.86,0.00341172
0.77308,773.08,0.00346644
0.7733,773.3,0.00312384
0.77352,773.52,0.00328344
0.77373,773.73,0.00302544
0.77395,773.95,0.00238992
0.77417,774.17,0.00264
0.77438,774.38,0.00197424
0.7746,774.6,0.00249444
0.77482,774.82,0.0024642
0.77504,775.04,0.00287568
0.77525,775.25,0.00300888
0.77547,775.47,0.00332376
0.77569,775.69,0.00367836
0.77591,775.91,0.00310284
0.77612,776.12,0.00325704
0.77634,776.34,0.00348456
0.77656,776.56,0.00342288
0.77678,776.78,0.00325872
0.77699,776.99,0.00310596
0.77721,777.21,0.00302676
0.77743,777.43,0.002931
0.77764,777.64,0.00270564
0.77786,777.86,0.00272388
0.77808,778.08,0.00366408
0.7783,778.3,0.00373272
0.77851,778.51,0.00325608
0.77873,778.73,0.0034404
0.77895,778.95,0.00381432
0.77917,779.17,0.00373368
0.77938,779.38,0.00378192
0.7796,779.6,0.00395256
0.77982,779.82,0.00461844
0.78004,780.04,0.00416556
0.78025,780.25,0.00475356
0.78047,780.47,0.0045654
0.78069,780.69,0.00449892
0.7809,780.9,0.00427188
0.78112,781.12,0.00391404
0.78134,781.34,0.0040032
0.78156,781.56,0.0043686
0.78177,781.77,0.0042144
0.78199,781.99,0.0049338
0.78221,782.21,0.00491652
0.78243,782.43,0.00485952
0.78264,782.64,0.00409788
0.78286,782.86,0.00474708
0.78308,783.08,0.00529416
0.7833,783.3,0.00558708
0.78351,783.51,0.00609864
0.78373,783.73,0.00549192
0.78395,783.95,0.00509748
0.78416,784.16,0.00429708
0.78438,784.38,0.00449532
0.7846,784.6,0.00433332
0.78482,784.82,0.00448872
0.78503,785.03,0.00427872
0.78525,785.25,0.00372012
0.78547,785.47,0.0041874
0.78569,785.69,0.00376392
0.7859,785.9,0.00381624
0.78612,786.12,0.00451224
0.78634,786.34,0.0036258
0.78656,786.56,0.0035724
0.78677,786.77,0.00339132
0.78699,786.99,0.00316464
0.78721,787.21,0.00303828
0.78742,787.42,0.002781
0.78764,787.64,0.00364344
0.78786,787.86,0.00332664
0.78808,788.08,0.00334404
0.78829,788.29,0.00314028
0.78851,788.51,0.00341184
0.78873,788.73,0.00423888
0.78895,788.95,0.00339744
0.78916,789.16,0.00361452
0.78938,789.38,0.00393936
0.7896,789.6,0.00371208
0.78982,789.82,0.00300096
0.79003,790.03,0.00299772
0.79025,790.25,0.00292824
0.79047,790.47,0.00293904
0.79069,790.69,0.00289128
0.7909,790.9,0.00250584
0.79112,791.12,0.00310308
0.79134,791.34,0.00248676
0.79155,791.55,0.00265152
0.79177,791.77,0.00254376
0.79199,791.99,0.00259728
0.79221,792.21,0.003195
0.79242,792.42,0.0031272
0.79264,792.64,0.00387648
0.79286,792.86,0.00362784
0.79308,793.08,0.00348048
0.79329,793.29,0.00432336
0.79351,793.51,0.00408912
0.79373,793.73,0.00380088
0.79395,793.95,0.00371196
0.79416,794.16,0.003789
0.79438,794.38,0.00391284
0.7946,794.6,0.00393504
0.79481,794.81,0.00379212
0.79503,795.03,0.00405096
0.79525,795.25,0.00354456
0.79547,795.47,0.003504
0.79568,795.68,0.00347856
0.7959,795.9,0.00328824
0.79612,796.12,0.00304524
0.79634,796.34,0.00349632
0.79655,796.55,0.00388836
0.79677,796.77,0.0040974
0.79699,796.99,0.00389868
0.79721,797.21,0.00412212
0.79742,797.42,0.00419916
0.79764,797.64,0.00411444
0.79786,797.86,0.00418476
0.79807,798.07,0.00536268
0.79829,798.29,0.0054258
0.79851,798.51,0.0056628
0.79873,798.73,0.00603144
0.79894,798.94,0.00650676
0.79916,799.16,0.00657072
0.79938,799.38,0.00578208
0.7996,799.6,0.00601404
0.79981,799.81,0.00651324
0.80003,800.03,0.00634044
0.80025,800.25,0.00554064
0.80047,800.47,0.00558636
0.80068,800.68,0.00685572
0.8009,800.9,0.0067566
0.80112,801.12,0.00637608
0.80133,801.33,0.00672
0.80155,801.55,0.00668796
0.80177,801.77,0.00622992
0.80199,801.99,0.00611976
0.8022,802.2,0.00634704
0.80242,802.42,0.00619428
0.80264,802.64,0.0048534
0.80286,802.86,0.00456864
0.80307,803.07,0.00386736
0.80329,803.29,0.00428664
0.80351,803.51,0.00418836
0.80373,803.73,0.00358176
0.80394,803.94,0.00361128
0.80416,804.16,0.0033702
0.80438,804.38,0.00329088
0.80459,804.59,0.00296796
0.80481,804.81,0.00310272
0.80503,805.03,0.0040434
0.80525,805.25,0.00460632
0.80546,805.46,0.00527388
0.80568,805.68,0.00449592
0.8059,805.9,0.00527808
0.80612,806.12,0.005997
0.80633,806.33,0.00578616
0.80655,806.55,0.0049434
0.80677,806.77,0.00425196
0.80699,806.99,0.00440676
0.8072,807.2,0.00491064
0.80742,807.42,0.00566088
0.80764,807.64,0.00550476
0.80785,807.85,0.00486108
0.80807,808.07,0.00547452
0.80829,808.29,0.00415416
0.80851,808.51,0.00509328
0.80872,808.72,0.0045054
0.80894,808.94,0.00411636
0.80916,809.16,0.00382956
0.80938,809.38,0.00482724
0.80959,809.59,0.00519576
0.80981,809.81,0.00474804
0.81003,810.03,0.00492924
0.81025,810.25,0.00518616
0.81046,810.46,0.0043758
0.81068,810.68,0.0043974
0.8109,810.9,0.003723
0.81112,811.12,0.00405036
0.81133,811.33,0.00349896
0.81155,811.55,0.00476244
0.81177,811.77,0.00568536
0.81198,811.98,0.00676368
0.8122,812.2,0.00772176
0.81242,812.42,0.00730068
0.81264,812.64,0.00655848
0.81285,812.85,0.00593052
0.81307,813.07,0.00497688
0.81329,813.29,0.0053634
0.81351,813.51,0.00504036
0.81372,813.72,0.0053616
0.81394,813.94,0.0052716
0.81416,814.16,0.00686124
0.81438,814.38,0.00723948
0.81459,814.59,0.0067656
0.81481,814.81,0.007413
0.81503,815.03,0.00641568
0.81524,815.24,0.00549408
0.81546,815.46,0.00409428
0.81568,815.68,0.00429024
0.8159,815.9,0.00494868
0.81611,816.11,0.0046938
0.81633,816.33,0.00547584
0.81655,816.55,0.00570108
0.81677,816.77,0.00671508
0.81698,816.98,0.0062376
0.8172,817.2,0.0054684
0.81742,817.42,0.00647688
0.81764,817.64,0.00555348
0.81785,817.85,0.005373
0.81807,818.07,0.0054084
0.81829,818.29,0.00562956
0.8185,818.5,0.0061056
0.81872,818.72,0.005544
0.81894,818.94,0.00629556
0.81916,819.16,0.00594852
0.81937,819.37,0.00650412
0.81959,819.59,0.00621156
0.81981,819.81,0.00589704
0.82003,820.03,0.00670056
0.82024,820.24,0.00679944
0.82046,820.46,0.00812376
0.82068,820.68,0.00773616
0.8209,820.9,0.00777684
0.82111,821.11,0.00799968
0.82133,821.33,0.00837984
0.82155,821.55,0.00988788
0.82176,821.76,0.01013856
0.82198,821.98,0.00962484
0.8222,822.2,0.008493
0.82242,822.42,0.00833076
0.82263,822.63,0.00946896
0.82285,822.85,0.00972996
0.82307,823.07,0.00993396
0.82329,823.29,0.009246
0.8235,823.5,0.00879612
0.82372,823.72,0.00778248
0.82394,823.94,0.00669864
0.82416,824.16,0.00747312
0.82437,824.37,0.0074376
0.82459,824.59,0.00804636
0.82481,824.81,0.00757116
0.82502,825.02,0.00716436
0.82524,825.24,0.00712716
0.82546,825.46,0.00673524
0.82568,825.68,0.00698748
0.82589,825.89,0.0065586
0.82611,826.11,0.00673332
0.82633,826.33,0.00550572
0.82655,826.55,0.00561588
0.82676,826.76,0.00675588
0.82698,826.98,0.00730272
0.8272,827.2,0.00674592
0.82742,827.42,0.00638364
0.82763,827.63,0.00642912
0.82785,827.85,0.0059016
0.82807,828.07,0.00573816
0.82828,828.28,0.00548076
0.8285,828.5,0.00584076
0.82872,828.72,0.00527208
0.82894,828.94,0.00498744
0.82915,829.15,0.00450756
0.82937,829.37,0.00447744
0.82959,829.59,0.00382092
0.82981,829.81,0.00374952
0.83002,830.02,0.00384972
0.83024,830.24,0.00451656
0.83046,830.46,0.00468492
0.83068,830.68,0.00446772
0.83089,830.89,0.00404184
0.83111,831.11,0.0044886
0.83133,831.33,0.00417012
0.83155,831.55,0.00400512
0.83176,831.76,0.00391668
0.83198,831.98,0.00476124
0.8322,832.2,0.00442068
0.83241,832.41,0.00478752
0.83263,832.63,0.00533616
0.83285,832.85,0.00649548
0.83307,833.07,0.00617448
0.83328,833.28,0.00570288
0.8335,833.5,0.00459696
0.83372,833.72,0.0046464
0.83394,833.94,0.00488448
0.83415,834.15,0.00600552
0.83437,834.37,0.005946
0.83459,834.59,0.00539508
0.83481,834.81,0.00455436
0.83502,835.02,0.004497
0.83524,835.24,0.00413064
0.83546,835.46,0.00456132
0.83567,835.67,0.00441408
0.83589,835.89,0.00489972
0.83611,836.11,0.00495444
0.83633,836.33,0.00439416
0.83654,836.54,0.0043092
0.83676,836.76,0.00506148
0.83698,836.98,0.00497364
0.8372,837.2,0.00517944
0.83741,837.41,0.00475452
0.83763,837.63,0.00441972
0.83785,837.85,0.00435696
0.83807,838.07,0.00387624
0.83828,838.28,0.004302
0.8385,838.5,0.00405744
0.83872,838.72,0.0043788
0.83893,838.93,0.00475092
0.83915,839.15,0.00451128
0.83937,839.37,0.0050298
0.83959,839.59,0.004398
0.8398,839.8,0.00407748
0.84002,840.02,0.00386856
0.84024,840.24,0.00393996
0.84046,840.46,0.00404676
0.84067,840.67,0.00414096
0.84089,840.89,0.00424032
0.84111,841.11,0.00491808
0.84133,841.33,0.00435984
0.84154,841.54,0.00466572
0.84176,841.76,0.00463332
0.84198,841.98,0.0047202
0.84219,842.19,0.00530412
0.84241,842.41,0.00582636
0.84263,842.63,0.00678408
0.84285,842.85,0.00688008
0.84306,843.06,0.00685476
0.84328,843.28,0.00690996
0.8435,843.5,0.00623268
0.84372,843.72,0.00707184
0.84393,843.93,0.00668424
0.84415,844.15,0.00563436
0.84437,844.37,0.00603156
0.84459,844.59,0.00623112
0.8448,844.8,0.00771948
0.84502,845.02,0.00639168
0.84524,845.24,0.00607872
0.84545,845.45,0.00530328
0.84567,845.67,0.00500328
0.84589,845.89,0.00526968
0.84611,846.11,0.00555816
0.84632,846.32,0.00763716
0.84654,846.54,0.00781596
0.84676,846.76,0.00703368
0.84698,846.98,0.00699276
0.84719,847.19,0.00599256
0.84741,847.41,0.005412
0.84763,847.63,0.00505596
0.84785,847.85,0.00502428
0.84806,848.06,0.0061788
0.84828,848.28,0.00665496
0.8485,848.5,0.00673884
0.84872,848.72,0.00685812
0.84893,848.93,0.00590016
0.84915,849.15,0.00521544
0.84937,849.37,0.00509772
0.84958,849.58,0.005838
0.8498,849.8,0.00616284
0.85002,850.02,0.00594912
0.85024,850.24,0.00526968
0.85045,850.45,0.0055476
0.85067,850.67,0.00479448
0.85089,850.89,0.0039498
0.85111,851.11,0.00394704
0.85132,851.32,0.00378204
0.85154,851.54,0.00414084
0.85176,851.76,0.00427908
0.85198,851.98,0.00401856
0.85219,852.19,0.00412836
0.85241,852.41,0.00404532
0.85263,852.63,0.00377508
0.85284,852.84,0.00356388
0.85306,853.06,0.00343608
0.85328,853.28,0.0034392
0.8535,853.5,0.00318972
0.85371,853.71,0.00300312
0.85393,853.93,0.00315276
0.85415,854.15,0.00308412
0.85437,854.37,0.00312648
0.85458,854.58,0.00338688
0.8548,854.8,0.00340284
0.85502,855.02,0.002862
0.85524,855.24,0.00283104
0.85545,855.45,0.00298944
0.85567,855.67,0.0039702
0.85589,855.89,0.00401616
0.8561,856.1,0.0040692
0.85632,856.32,0.00414708
0.85654,856.54,0.00333504
0.85676,856.76,0.00366396
0.85697,856.97,0.00292548
0.85719,857.19,0.00369624
0.85741,857.41,0.0034422
0.85763,857.63,0.00371436
0.85784,857.84,0.00377112
0.85806,858.06,0.00422028
0.85828,858.28,0.00463776
0.8585,858.5,0.00373812
0.85871,858.71,0.00427248
0.85893,858.93,0.00427536
0.85915,859.15,0.00425352
0.85936,859.36,0.00371532
0.85958,859.58,0.00367608
0.8598,859.8,0.00527244
0.86002,860.02,0.0047226
0.86023,860.23,0.00439704
0.86045,860.45,0.00439848
0.86067,860.67,0.0049944
0.86089,860.89,0.00475248
0.8611,861.1,0.00398616
0.86132,861.32,0.00415968
0.86154,861.54,0.00463872
0.86176,861.76,0.00509952
0.86197,861.97,0.00660288
0.86219,862.19,0.00701124
0.86241,862.41,0.00624312
0.86262,862.62,0.00562272
0.86284,862.84,0.0058872
0.86306,863.06,0.00672072
0.86328,863.28,0.00661056
0.86349,863.49,0.00718944
0.86371,863.71,0.00787836
0.86393,863.93,0.00721104
0.86415,864.15,0.0068472
0.86436,864.36,0.00670896
0.86458,864.58,0.00650904
0.8648,864.8,0.00625812
0.86502,865.02,0.00709608
0.86523,865.23,0.0084426
0.86545,865.45,0.00728256
0.86567,865.67,0.0061578
0.86588,865.88,0.0066486
0.8661,866.1,0.00708144
0.86632,866.32,0.00681336
0.86654,866.54,0.00623724
0.86675,866.75,0.00738156
0.86697,866.97,0.00706332
0.86719,867.19,0.006219
0.86741,867.41,0.00579048
0.86762,867.62,0.00608256
0.86784,867.84,0.00567576
0.86806,868.06,0.00497748
0.86828,868.28,0.00502548
0.86849,868.49,0.00579672
0.86871,868.71,0.00550728
0.86893,868.93,0.00530028
0.86915,869.15,0.0056586
0.86936,869.36,0.0069264
0.86958,869.58,0.00654852
0.8698,869.8,0.00609504
0.87001,870.01,0.00601464
0.87023,870.23,0.00698328
0.87045,870.45,0.00605472
0.87067,870.67,0.00562488
0.87088,870.88,0.00576432
0.8711,871.1,0.00615084
0.87132,871.32,0.0062628
0.87154,871.54,0.00608688
0.87175,871.75,0.00574752
0.87197,871.97,0.00563676
0.87219,872.19,0.00535452
0.87241,872.41,0.00556536
0.87262,872.62,0.00632076
0.87284,872.84,0.00639324
0.87306,873.06,0.00649248
0.87327,873.27,0.00595752
0.87349,873.49,0.00570492
0.87371,873.71,0.00587796
0.87393,873.93,0.00528252
